89.205229	1872.845951
1009.041106	1133.314265
731.805469	1335.958322
1892.604884	1475.087821
739.297536	1860.681134
820.700579	1914.165521
1339.665758	1359.444072
1544.913855	875.626490
646.693008	1968.591865
1301.318270	872.063949
200.497762	370.473142
752.502409	1199.009616
1975.898164	195.897804
1138.186052	211.123714
1830.053689	1233.690310
775.206189	316.875339
1283.763776	124.060498
1622.830063	648.715518
1308.549966	1178.109191
1946.060912	924.924969
636.474907	1237.026666
1946.359398	133.049874
584.048660	839.003208
633.107708	1169.997074
1181.789361	622.094524
1469.392949	1317.565366
223.784637	1620.057063
76.754376	1646.935739
1968.577850	842.702622
118.760714	1047.269911
131.418766	1888.311573
1056.845193	1238.415874
18.435761	-2.221310
8.226976	14.675081
487.993415	1833.038392
1606.413934	329.558323
203.513230	247.435249
658.294964	1277.684000
1631.588380	361.616300
1347.875970	1895.598520
231.691219	1298.695136
266.022839	197.756739
1333.951785	823.582280
1550.560025	1795.967830
1389.224023	777.335016
1636.954355	230.722637
376.901875	1851.154427
1981.959091	775.728523
1277.125723	1577.083390
1868.641141	466.270259
794.101748	865.379164
141.273477	1451.174385
920.104843	168.066480
1708.598448	69.444760
4.734117	23.884991
1855.441305	78.590295
274.720475	1351.564363
631.107743	574.411454
23.149022	3.098861
963.461153	1385.710088
1550.943143	797.009116
1855.896535	512.332974
1244.793054	759.465036
432.027333	276.963503
1403.844428	452.746386
852.586650	962.002314
1138.675611	1458.341919
631.877311	1470.308127
1913.818387	1120.166767
1269.932958	373.818720
1979.406896	217.202776
238.014250	850.714776
11.789970	-4.741727
282.762241	1607.885755
1692.302309	1574.322025
1506.059475	1793.828781
382.648770	1939.535462
1897.399133	1752.937062
56.106640	841.084641
998.319880	1468.882872
1735.697435	1529.544576
979.886250	1877.403382
1312.511552	1474.765662
1592.443717	773.235841
1985.305425	420.378160
408.552149	1079.505253
1810.463853	313.497891
1747.904618	1259.261399
1010.650983	116.304078
1778.608441	833.051632
1650.003099	438.159352
1447.728449	1372.012071
359.042828	707.389576
626.551537	1739.851185
1768.557260	1754.346644
808.406931	139.999581
1343.595970	1862.930476
889.645657	1552.342266
212.684848	1463.864035
359.799154	1927.474720
721.392020	315.772994
1190.670561	65.738330
284.884680	246.658522
1010.912814	1291.425450
1332.736237	92.948860
1887.249311	1124.128466
1013.218261	137.244595
1355.083928	1784.762675
717.071654	1625.697791
1973.427666	481.651035
123.973400	1645.521057
1905.023950	1628.054195
238.610018	1793.592042
781.880214	953.156513
65.010724	1915.871055
957.213785	555.499200
5.145291	8.803422
1433.540332	808.189557
1825.519567	1780.242825
150.820446	385.237213
434.726890	921.410391
1410.524739	1092.267545
1016.888345	1696.180716
534.124040	836.329292
611.276736	1434.305162
1420.834371	649.372991
152.492892	605.312704
366.322595	730.503982
1342.189133	229.380748
219.245764	1784.555396
151.365174	532.439335
194.343234	1643.151922
365.315127	680.610373
1903.208643	1294.575575
568.116152	188.412820
914.673933	198.122077
447.617564	1172.297327
535.309803	984.756182
1824.731485	240.005337
1353.756860	75.891300
696.732009	1631.335363
1770.145963	753.231834
1501.011340	742.950402
196.076745	275.777861
524.247281	571.321141
500.939174	1303.728016
445.634263	997.528911
872.440829	1033.133181
1978.168184	708.406703
957.782083	1794.823885
1904.598474	1165.767052
1134.493142	1283.674818
480.954161	1859.598557
1934.417853	539.907628
1661.982611	102.637755
1798.030571	1085.784849
630.512867	968.123108
497.489256	566.038846
201.435652	1948.584529
1737.685072	979.408292
1913.778471	365.390854
330.428448	546.683805
1203.833876	822.502868
425.615409	95.764321
925.607731	599.066956
1093.501229	479.535039
81.163187	1910.093545
1803.738766	1972.490141
1388.855443	85.203049
749.120418	611.258796
982.558045	1531.095672
365.897724	590.834292
270.502293	110.112947
866.790343	195.751544
1042.975363	1988.904881
1530.356935	191.282369
1853.843329	1152.581596
586.111569	932.772339
625.121299	1512.363596
221.735632	276.162936
1409.227951	1976.448935
1203.587514	1670.345839
400.204032	293.962336
68.053830	733.744181
939.012860	403.231333
700.603736	1098.494134
561.651157	730.953534
313.052598	1913.486014
1633.605035	1829.812915
23.149022	16.901139
251.934251	1745.450341
82.670701	1433.425312
510.620913	1518.818276
329.895047	1272.145539
1881.982527	1601.242565
1586.700058	312.920607
750.283581	1558.670191
10.602683	14.963544
1843.089158	1737.672100
-4.418486	13.553838
1281.106247	1184.401773
1079.602159	1586.476255
1011.959191	824.727491
926.754120	297.116890
1726.087836	778.366063
1972.303691	888.256384
1676.911661	517.504204
351.750632	855.613683
1062.430714	724.160354
758.216138	1777.948877
1859.292936	536.687878
692.360183	1356.501967
1433.397234	451.650743
274.906399	1534.523561
786.484442	1419.158724
362.211401	1226.671786
1414.732517	1416.574218
417.807248	586.140616
1079.491626	1468.708007
836.468732	932.383932
262.077070	1893.546468
362.823353	1124.422879
408.514199	1136.317719
8.226976	5.324919
70.430616	92.400611
679.530601	212.628578
198.234210	1138.853432
1417.840679	858.275459
539.830006	374.148376
1733.602756	1324.043837
1258.156248	1968.427687
682.843463	1423.979735
1229.989881	1502.050031
53.353937	987.565582
1406.998004	866.569564
515.459697	1712.225657
295.744071	1801.575015
573.500302	841.185959
153.291021	1646.033920
1195.164585	1520.631666
507.778480	1828.210622
1580.560242	179.748118
1706.448223	654.270459
1908.175171	1909.552598
1977.138346	1519.852943
1233.591859	833.743975
1501.961835	452.722632
787.749337	1454.913186
770.098971	415.596910
995.305998	611.412297
1215.021102	811.472649
955.529594	1489.787058
395.324783	558.958775
621.939832	495.321614
1854.085657	840.481705
222.166278	809.816796
1040.014929	778.690447
1187.201484	1535.250231
507.209819	1743.960080
1043.163369	1891.015995
999.059056	897.202844
456.293761	642.208333
1906.296580	1078.103188
419.752453	798.208546
1271.922220	939.796831
1630.382676	1914.300733
1783.441970	1203.253255
131.179003	1848.259144
214.821945	1322.668423
1936.377453	177.699207
1415.371238	566.627896
333.665640	1854.734975
306.843792	1349.379142
1561.604439	375.242704
1181.276488	1271.570633
596.461582	1927.249886
322.837437	960.275325
1591.329897	327.458710
1116.307193	244.327367
1057.127916	1330.739796
206.313644	991.932362
1407.912632	671.880216
1565.645917	861.618005
115.251653	1637.037840
58.647492	354.666246
1854.412336	1299.747410
347.197913	759.567687
1846.381177	1143.915504
455.364914	567.414329
1670.876009	1069.402550
1311.953237	203.666451
1289.053176	619.958277
600.278258	1855.446821
1827.852129	191.257153
1561.604363	91.104227
837.584771	1424.534911
1091.134007	418.529495
411.553681	1715.011681
668.641932	967.362711
462.161926	881.757127
1884.573018	193.090722
815.693570	1289.160457
928.249292	162.448775
806.349464	1373.653465
448.056216	1142.662070
1633.418833	434.989056
1469.147240	982.271969
1197.636290	464.282897
1346.586855	1245.790491
865.082117	1428.280423
682.546327	1188.609018
90.407856	1782.717614
1942.194293	143.780268
962.181436	569.631400
1111.005877	156.459450
691.207070	278.929348
966.044056	1878.472249
1932.291646	635.430933
1749.649831	1385.887338
1101.220538	274.516763
1848.962122	438.178106
787.897576	1757.968013
403.339101	344.518274
437.503212	1085.429843
594.317232	782.930609
199.866597	300.641566
781.347405	710.863635
1543.311005	285.976909
1603.994435	654.950634
1914.886815	336.318209
922.064814	1504.542676
1014.035031	1779.007410
1099.515961	57.169613
968.013076	355.790668
528.382049	397.400366
1535.822231	1073.835193
682.544201	1778.119367
1970.344631	1515.342699
1800.559946	1108.222185
991.271969	1998.274511
1596.090056	1618.610319
